Season,Team,Ranking,Other,GP,PPG,PPG Allow,PPG Diff,PTS OFF TO,PTS in Paint,SEC Chance PTS,FG%,FG% Allow,3FG%,3FG% Allow,FT%,FT% Allow,PPS,PTS/POSS
2010-11,Utah,14,"14

Utah
UTA",82,99.4,101.3,-,1304,0,0,.465,.459,.346,.376,.771,.778,1.24,-
2010-11,Orlando,16,"16

Orlando
ORL",82,99.2,93.7,-,1238,0,0,.461,.436,.366,.350,.692,.743,1.27,-
2010-11,Toronto,17,"17

Toronto
TOR",82,99.1,105.4,-,1299,0,0,.465,.482,.316,.376,.755,.769,1.20,-
2010-11,Philadelphia,18,"18

Philadelphia
PHI",82,99.0,97.5,-,1348,0,0,.461,.451,.355,.340,.770,.773,1.20,-
2010-11,Chicago,19,"19

Chicago
CHI",82,98.6,91.3,-,1305,0,0,.462,.430,.361,.326,.743,.764,1.23,-
2010-11,Los Angeles,19,"19

Los Angeles
LAC",82,98.6,101.8,-,1336,0,0,.457,.455,.338,.365,.707,.771,1.23,-
2010-11,Washington,21,"21

Washington
WSH",82,97.3,104.7,-,1393,0,0,.443,.471,.332,.373,.745,.761,1.16,-
2010-11,Detroit,22,"22

Detroit
DET",82,97.0,100.6,-,1350,0,0,.460,.486,.376,.358,.737,.766,1.20,-
2010-11,Boston,23,"23

Boston
BOS",82,96.5,91.1,-,1325,0,0,.486,.434,.365,.340,.770,.756,1.27,-
2010-11,Portland,24,"24

Portland
POR",82,96.3,94.8,-,1429,0,0,.447,.467,.345,.367,.804,.767,1.20,-
2010-11,Cleveland,25,"25

Cleveland
CLE",82,95.5,104.5,-,1156,0,0,.434,.475,.342,.411,.745,.759,1.18,-
2010-11,Atlanta,26,"26

Atlanta
ATL",82,95.0,95.8,-,1168,0,0,.462,.460,.352,.338,.779,.774,1.21,-
2010-11,New Orleans,27,"27

New Orleans
NO",82,94.9,94.0,-,1342,0,0,.459,.457,.360,.357,.765,.770,1.21,-
2010-11,New Jersey,28,"28

New Jersey
NJ",82,94.2,100.4,-,1093,0,0,.440,.465,.343,.364,.759,.751,1.16,-
2010-11,Charlotte,29,"29

Charlotte
CHA",82,93.3,97.3,-,1213,0,0,.451,.455,.327,.359,.756,.780,1.20,-
2010-11,Milwaukee,30,"30

Milwaukee
MIL",82,91.9,92.7,-,1364,0,0,.430,.447,.342,.334,.757,.770,1.15,-
2009-10,Phoenix,1,"1

Phoenix
PHX",82,110.2,105.3,-,1204,0,0,.492,.452,.412,.355,.770,.760,1.33,-
2009-10,Golden State,2,"2

Golden State
GS",82,108.8,112.4,-,1737,0,0,.469,.485,.375,.375,.782,.767,1.26,-
2009-10,Denver,3,"3

Denver
DEN",82,106.5,102.4,-,1474,0,0,.468,.456,.359,.349,.772,.768,1.31,-
2009-10,Utah,4,"4

Utah
UTA",82,104.2,98.9,-,1508,0,0,.491,.449,.364,.354,.741,.762,1.30,-
2009-10,Toronto,5,"5

Toronto
TOR",82,104.1,105.9,-,1273,0,0,.482,.468,.371,.366,.764,.784,1.29,-
2009-10,Orlando,6,"6

Orlando
ORL",82,102.8,95.3,-,1173,0,0,.470,.438,.375,.363,.724,.754,1.32,-
2009-10,Memphis,7,"7

Memphis
MEM",82,102.5,104.0,-,1400,0,0,.469,.478,.337,.354,.733,.755,1.22,-
2009-10,Houston,8,"8

Houston
HOU",82,102.4,102.7,-,1384,0,0,.447,.475,.351,.364,.772,.764,1.21,-
2009-10,New York,9,"9

New York
NY",82,102.1,105.9,-,1280,0,0,.455,.486,.346,.352,.782,.754,1.22,-
2009-10,Cleveland,9,"9

Cleveland
CLE",82,102.1,95.6,-,1266,0,0,.485,.442,.381,.347,.720,.757,1.31,-
2009-10,Dallas,11,"11

Dallas
DAL",82,102.0,99.3,-,1347,0,0,.464,.457,.372,.347,.816,.758,1.24,-
2009-10,Atlanta,12,"12

Atlanta
ATL",82,101.7,97.0,-,1371,0,0,.468,.460,.360,.345,.759,.745,1.23,-
2009-10,Los Angeles,12,"12

Los Angeles
LAL",82,101.7,97.0,-,1340,0,0,.457,.446,.341,.328,.765,.750,1.21,-
2009-10,Oklahoma City,14,"14

Oklahoma City
OKC",82,101.5,98.0,-,1472,0,0,.462,.448,.340,.340,.805,.764,1.26,-
2009-10,San Antonio,15,"15

San Antonio
SA",82,101.4,96.3,-,1203,0,0,.473,.452,.358,.343,.740,.756,1.25,-
2009-10,Indiana,16,"16

Indiana
IND",82,100.8,103.8,-,1298,0,0,.443,.453,.348,.363,.775,.756,1.21,-
2009-10,New Orleans,17,"17

New Orleans
NO",82,100.2,102.7,-,1391,0,0,.464,.483,.363,.355,.778,.751,1.20,-
2009-10,Sacramento,18,"18

Sacramento
SAC",82,100.0,104.4,-,1331,0,0,.456,.469,.349,.357,.726,.774,1.19,-
2009-10,Boston,19,"19

Boston
BOS",82,99.2,95.6,-,1422,0,0,.483,.451,.348,.342,.746,.746,1.29,-
2009-10,Minnesota,20,"20

Minnesota
MIN",82,98.2,107.8,-,1283,0,0,.449,.480,.341,.366,.746,.774,1.16,-
2009-10,Portland,21,"21

Portland
POR",82,98.1,94.8,-,1338,0,0,.461,.464,.354,.343,.790,.745,1.25,-
2009-10,Philadelphia,22,"22

Philadelphia
PHI",82,97.7,101.6,-,1333,0,0,.460,.472,.343,.393,.756,.766,1.20,-
2009-10,Milwaukee,22,"22

Milwaukee
MIL",82,97.7,96.0,-,1341,0,0,.436,.451,.356,.343,.755,.765,1.14,-
2009-10,Chicago,24,"24

Chicago
CHI",82,97.5,99.1,-,1169,0,0,.451,.442,.330,.348,.754,.744,1.17,-
2009-10,Miami,25,"25

Miami
MIA",82,96.5,94.2,-,1331,0,0,.458,.439,.346,.342,.752,.754,1.21,-
2009-10,Washington,26,"26

Washington
WSH",82,96.2,101.0,-,1221,0,0,.449,.463,.353,.360,.762,.761,1.18,-
2009-10,Los Angeles,27,"27

Los Angeles
LAC",82,95.7,102.1,-,1147,0,0,.455,.470,.332,.363,.730,.762,1.19,-
2009-10,Charlotte,28,"28

Charlotte
CHA",82,95.3,93.8,-,1446,0,0,.453,.448,.346,.338,.751,.743,1.24,-
2009-10,Detroit,29,"29

Detroit
DET",82,94.0,99.1,-,1399,0,0,.445,.480,.314,.375,.728,.767,1.17,-
2009-10,New Jersey,30,"30

New Jersey
NJ",82,92.4,101.5,-,1225,0,0,.429,.481,.318,.366,.780,.748,1.16,-
2008-09,Phoenix,1,"1

Phoenix
PHX",82,109.4,107.5,-,1365,0,0,.504,.467,.383,.383,.744,.775,1.34,-
2008-09,Golden State,2,"2

Golden State
GS",82,108.6,112.3,-,1363,0,0,.458,.468,.373,.380,.791,.779,1.26,-
2008-09,Los Angeles,3,"3

Los Angeles
LAL",82,106.9,99.3,-,1541,0,0,.474,.447,.361,.345,.770,.753,1.26,-
2008-09,New York,4,"4

New York
NY",82,105.2,107.8,-,1395,0,0,.445,.480,.360,.351,.784,.758,1.22,-
2008-09,Indiana,5,"5

Indiana
IND",82,105.1,106.2,-,1247,0,0,.455,.458,.378,.375,.807,.764,1.22,-
2008-09,Denver,6,"6

Denver
DEN",82,104.3,100.9,-,1474,0,0,.470,.440,.371,.366,.760,.782,1.31,-
2008-09,Utah,7,"7

Utah
UTA",82,103.6,100.9,-,1570,0,0,.475,.464,.349,.361,.771,.763,1.28,-
2008-09,Chicago,8,"8

Chicago
CHI",82,102.2,102.5,-,1404,0,0,.457,.458,.381,.347,.796,.786,1.22,-
2008-09,Dallas,9,"9

Dallas
DAL",82,101.7,99.8,-,1260,0,0,.462,.455,.350,.375,.819,.798,1.23,-
2008-09,Orlando,10,"10

Orlando
ORL",82,101.0,94.4,-,1184,0,0,.457,.433,.381,.342,.715,.755,1.29,-
2008-09,Boston,11,"11

Boston
BOS",82,100.9,93.4,-,1423,0,0,.486,.431,.397,.349,.765,.771,1.31,-
2008-09,Sacramento,12,"12

Sacramento
SAC",82,100.6,109.3,-,1299,0,0,.447,.483,.368,.406,.798,.756,1.23,-
2008-09,Cleveland,13,"13

Cleveland
CLE",82,100.3,91.4,-,1403,0,0,.468,.431,.393,.333,.757,.770,1.27,-
2008-09,Portland,14,"14

Portland
POR",82,99.4,94.1,-,1281,0,0,.465,.460,.383,.374,.765,.803,1.26,-
2008-09,Milwaukee,15,"15

Milwaukee
MIL",82,99.3,100.4,-,1522,0,0,.445,.458,.363,.378,.780,.791,1.21,-
2008-09,Toronto,16,"16

Toronto
TOR",82,99.0,101.9,-,1226,0,0,.458,.465,.372,.367,.824,.784,1.22,-
2008-09,Houston,17,"17

Houston
HOU",82,98.4,94.4,-,1110,0,0,.453,.444,.375,.357,.805,.749,1.24,-
2008-09,Miami,18,"18

Miami
MIA",82,98.3,98.0,-,1427,0,0,.457,.455,.357,.389,.754,.771,1.21,-
2008-09,New Jersey,19,"19

New Jersey
NJ",82,98.1,100.5,-,1252,0,0,.448,.462,.376,.391,.779,.762,1.23,-
2008-09,Atlanta,19,"19

Atlanta
ATL",82,98.1,96.5,-,1274,0,0,.458,.454,.366,.353,.737,.769,1.25,-
2008-09,Minnesota,21,"21

Minnesota
MIN",82,97.8,102.7,-,1161,0,0,.441,.474,.353,.377,.769,.778,1.19,-
2008-09,Philadelphia,22,"22

Philadelphia
PHI",82,97.4,97.3,-,1480,0,0,.459,.462,.318,.367,.745,.782,1.22,-
2008-09,San Antonio,23,"23

San Antonio
SA",82,97.0,93.3,-,1096,0,0,.466,.453,.386,.379,.761,.769,1.22,-
2008-09,Oklahoma City,23,"23

Oklahoma City
OKC",82,97.0,103.1,-,1250,0,0,.447,.475,.346,.364,.786,.761,1.18,-
2008-09,Washington,25,"25

Washington
WSH",82,96.1,103.5,-,1258,0,0,.450,.482,.330,.387,.767,.759,1.18,-
2008-09,New Orleans,26,"26

New Orleans
NO",82,95.8,94.3,-,1235,0,0,.457,.450,.364,.354,.807,.773,1.23,-
2008-09,Los Angeles,27,"27

Los Angeles
LAC",82,95.1,103.9,-,1152,0,0,.441,.473,.354,.375,.736,.760,1.16,-
2008-09,Detroit,28,"28

Detroit
DET",82,94.2,94.7,-,1091,0,0,.454,.451,.349,.354,.751,.775,1.18,-
2008-09,Memphis,29,"29

Memphis
MEM",82,93.9,99.3,-,1350,0,0,.454,.473,.360,.355,.756,.770,1.22,-
2008-09,Charlotte,30,"30

Charlotte
CHA",82,93.6,94.9,-,1416,0,0,.455,.454,.366,.366,.740,.756,1.22,-
2007-08,Golden State,1,"1

Golden State
GS",82,111.0,108.8,-,1643,0,0,.459,.468,.348,.368,.752,.759,1.23,-
2007-08,Denver,2,"2

Denver
DEN",82,110.7,107.0,-,1500,0,0,.470,.457,.355,.363,.751,.730,1.29,-
2007-08,Phoenix,3,"3

Phoenix
PHX",82,110.1,105.0,-,1312,0,0,.500,.456,.393,.353,.783,.749,1.33,-
2007-08,Los Angeles,4,"4

Los Angeles
LAL",82,108.6,101.3,-,1415,0,0,.476,.445,.378,.362,.769,.752,1.31,-
2007-08,Utah,5,"5

Utah
UTA",82,106.2,99.3,-,1558,0,0,.497,.461,.372,.357,.759,.749,1.32,-
2007-08,Orlando,6,"6

Orlando
ORL",82,104.5,99.0,-,1260,0,0,.474,.446,.386,.358,.721,.754,1.33,-
2007-08,Indiana,7,"7

Indiana
IND",82,104.0,105.4,-,1393,0,0,.444,.454,.374,.386,.768,.757,1.22,-
2007-08,Sacramento,8,"8

Sacramento
SAC",82,102.5,104.8,-,1467,0,0,.464,.466,.373,.373,.798,.753,1.28,-
2007-08,New Orleans,9,"9

New Orleans
NO",82,100.9,95.6,-,1377,0,0,.466,.460,.389,.351,.769,.771,1.22,-
2007-08,Memphis,10,"10

Memphis
MEM",82,100.7,106.9,-,1263,0,0,.454,.480,.349,.364,.723,.774,1.23,-
2007-08,Boston,11,"11

Boston
BOS",82,100.5,90.3,-,1557,0,0,.475,.419,.381,.316,.771,.743,1.31,-
2007-08,Dallas,12,"12

Dallas
DAL",82,100.4,95.9,-,1191,0,0,.464,.443,.352,.349,.814,.760,1.26,-
2007-08,Toronto,13,"13

Toronto
TOR",82,100.2,97.3,-,1365,0,0,.468,.458,.392,.368,.812,.776,1.22,-
2007-08,Washington,14,"14

Washington
WSH",82,98.8,99.2,-,1283,0,0,.446,.461,.356,.386,.782,.754,1.21,-
2007-08,Atlanta,15,"15

Atlanta
ATL",82,98.2,100.0,-,1308,0,0,.454,.463,.356,.362,.772,.752,1.23,-
2007-08,Detroit,16,"16

Detroit
DET",82,97.5,90.1,-,1274,0,0,.458,.437,.366,.332,.767,.744,1.22,-
2007-08,Seattle,16,"16

Seattle
SEA",82,97.5,106.3,-,1124,0,0,.444,.461,.333,.385,.770,.749,1.14,-
2007-08,Chicago,18,"18

Chicago
CHI",82,97.3,100.4,-,1331,0,0,.435,.453,.363,.375,.756,.766,1.16,-
2007-08,Charlotte,19,"19

Charlotte
CHA",82,97.1,101.4,-,1319,0,0,.452,.466,.367,.355,.714,.747,1.21,-
2007-08,Milwaukee,20,"20

Milwaukee
MIL",82,97.0,103.9,-,1211,0,0,.449,.480,.344,.384,.733,.766,1.18,-
2007-08,New York,21,"21

New York
NY",82,96.9,103.5,-,1130,0,0,.439,.474,.337,.369,.727,.739,1.18,-
2007-08,Houston,22,"22

Houston
HOU",82,96.7,92.0,-,1227,0,0,.448,.433,.342,.365,.726,.737,1.18,-
2007-08,Philadelphia,23,"23

Philadelphia
PHI",82,96.6,96.2,-,1487,0,0,.460,.461,.317,.360,.706,.772,1.19,-
