Title,Company,High,Low,Price,Volume,Change,,% Change
QQEW,Nasdaq-100 EW Index Fund FT,59.40,59.01,59.01,"3,318",0.11,,0.19,
QQQ,Nasdaq QQQ ETF,161.6,160.3,160.6,"7,163,437",0.9,,0.56,
QQQC,G-X Nasdaq China Tech ETF,30.30,30.30,30.30,"3,375",0.37,,1.24,
QQQX,Nuveen Nasdaq 100,25.19,24.89,24.94,"15,681",-0.01,,0.04,
QQXT,Nasdaq-100 Ex-Tech Sector Indexsm Fund,48.75,48.75,48.75,158,0.52,,1.08,
QRHC,Quest Resource,2.040,1.920,2.040,844,0.100,,5.15,
QRTEA,Liberty Int Qvc Sr A,25.70,25.35,25.40,"62,918",-0.12,,0.47,
QRTEB,Liberty Int Qvc Sr B,25.06,25.04,25.04,400,0.31,,1.25,
QRVO,Qorvo Inc,72.32,71.19,71.83,"177,443",0.32,,0.45,
QSII,Quality Systems Inc,13.98,13.47,13.87,"17,000",0.05,,0.36,
QTEC,Nasdaq-100 Technology Index Fund FT,76.70,75.75,75.75,"34,590",-0.20,,0.26,
QTNA,Quantenna Communications Inc,13.68,13.28,13.64,"16,049",0.28,,2.10,
QTNT,Quotient Limited Ord,4.590,4.400,4.500,"15,085",0.060,,1.35,
QTRH,Quarterhill Inc,1.470,1.460,1.470,"60,242",0.010,,0.68,
QTRX,Quanterix Corporation,16.32,15.94,16.06,"6,043",-0.03,,0.19,
QUIK,Quicklogic Corp,1.470,1.440,1.450,"13,360",0.010,,0.69,
QUMU,Qumu Corp,1.790,1.790,1.790,133,0.010,,0.56,
QURE,Uniqure N.V.,23.45,22.80,22.90,"9,715",-0.28,,1.21,
QVCA,Liberty Int Qvc Sr A,27.95,27.25,27.93,"2,344,400",0.75,,2.76,
QVCB,Liberty Int Qvc Sr B,27.00,27.00,27.00,200,-0.27,,0.99,
QYLD,Recon Nq-100 Covered Call ETF,23.99,23.81,23.81,"22,686",0.03,,0.13,
RADA,Rada Electr Inds Ltd,2.310,2.260,2.280,"15,757",-0.030,,1.30,
RAIL,Freightcar America,13.80,13.67,13.73,"5,604",0.10,,0.73,
RAND,Rand Capital Cp,2.700,2.700,2.700,200,0.030,,1.12,
RARE,Ultragenyx Pharmaceu,53.19,51.89,51.89,"6,141",-0.39,,0.75,
RARX,Ra Pharmaceuticals Inc,5.720,5.400,5.560,"19,245",-0.030,,0.54,
RAVE,Rave Restaurant Grp,1.300,1.210,1.260,"26,430",0.060,,5.00,
RAVN,Raven Industries Inc,35.60,35.15,35.60,"4,676",0.55,,1.57,
RBB,Rbb Bancorp,27.85,27.66,27.82,"2,049",0.23,,0.83,
RBBN,Ribbon Communications Inc,5.080,5.030,5.065,"12,951",0.055,,1.10,
RBCAA,Republic Bancorp Inc,38.70,38.03,38.03,318,-0.32,,0.83,
RBCN,Rubicon Technology,7.420,7.420,7.420,200,-0.070,,0.93,
RBNC,Reliant Bancorp Inc.,22.43,22.00,22.43,"6,200",0.35,,1.59,
RCII,Rent-A-Center Inc,9.740,9.580,9.580,"206,783",0.040,,0.42,
RCKT,Rocket Pharmaceuticals Inc.,18.20,17.23,17.47,"30,111",-0.19,,1.08,
RCKY,Rocky Brands Inc,22.25,21.65,21.98,"11,281",-0.27,,1.21,
RCM,R1 Rcm Inc,7.280,7.180,7.200,"24,101",0.050,,0.70,
RCMT,R C M Tech Inc,5.620,5.620,5.620,"1,111",-0.010,,0.18,
RCON,Recon Technology Ltd,1.280,1.270,1.270,"2,011",-0.020,,1.55,
RDCM,Radcom Ltd,17.95,17.85,17.95,520,0.10,,0.56,
RDFN,Redfin Corp,23.27,22.99,23.00,"210,683",-0.11,,0.48,
RDHL,Redhill Biophrma ADR,5.090,5.090,5.090,675,0.060,,1.19,
RDI,Reading Intl Cl A,16.64,16.25,16.64,820,0.11,,0.67,
RDNT,Radnet Inc,14.00,13.85,13.97,"23,242",0.12,,0.87,
RDUS,Radius Health,37.03,36.22,36.42,"26,697",-0.14,,0.38,
RDVT,Red Violet Inc.,7.340,7.150,7.200,"10,136",-0.390,,5.13,
RDVY,Rising Dividend Achievers ETF FT,30.18,29.89,29.94,"3,213",0.03,,0.12,
RDWR,Radware Ltd,21.55,21.34,21.45,"2,476",0.08,,0.37,
RECN,Resources Connect,16.05,14.85,15.80,"39,391",0.30,,1.94,
REDU,Rise Education Cayman Ltd ADR,15.17,14.70,15.08,"2,442",0.02,,0.13,
REFR,Research Frontiers,1.130,1.080,1.097,"26,910",-0.033,,2.95,
REGI,Renewable Energy,14.10,13.40,13.75,"338,058",0.55,,4.17,
REGN,Regeneron Pharmaceutical,340.4,334.1,334.1,"53,103",-3.3,,0.97,
REIS,Reis Inc,21.00,20.42,20.42,802,-0.58,,2.76,
RELL,Richardson Electrncs,8.090,8.050,8.050,911,0.040,,0.50,
RELV,Reliv Intl Inc,5.030,4.910,5.030,600,0.030,,0.60,
REPH,Recro Pharma Inc,11.00,10.76,10.88,"14,373",-0.06,,0.55,
RESN,Resonant Inc,3.890,3.770,3.890,"169,427",0.170,,4.57,
RETA,Reata Pharma Cla,20.94,20.73,20.76,"14,177",-0.09,,0.43,
RETO,Reto Eco-Solutions Inc Common Shares,8.500,8.300,8.500,300,0.360,,4.42,
REXX,Rex Energy Corporati,0.8400,0.7910,0.7910,"17,512",0.0010,,0.13,
RFAP,Riverfront Dyn Asia Pacific ETF FT,59.94,59.73,59.73,506,-0.01,,0.01,
RFDI,Riverfront Dyn Developed Intl ETF FT,63.90,63.71,63.77,"9,011",0.32,,0.50,
RFEM,Riverfront Dyn Emerging Markets ETF FT,74.10,73.89,73.90,"8,342",0.39,,0.53,
RFEU,Riverfront Dyn Europe ETF FT,65.30,65.30,65.30,240,0.95,,1.48,
RFIL,RF Industries Ltd,4.600,4.350,4.600,"7,463",0.150,,3.37,
RGCO,Rgc Resources Inc,23.96,23.96,23.96,257,-0.50,,2.04,
RGEN,Repligen Cp,36.27,35.72,35.78,"4,536",-0.27,,0.75,
RGLD,Royal Gold Inc,86.47,85.53,86.38,"18,788",-0.11,,0.13,
RGLS,Regulus Therapeutics,0.7000,0.6900,0.6900,"49,634",0.0000,,0.00,
RGNX,Regenxbio Inc,30.20,29.30,29.30,"25,137",-0.55,,1.84,
RGSE,Real Goods Solar Inc,0.9200,0.8900,0.9200,"25,105",0.0300,,3.37,
RIBT,Ricebran Technologie,1.650,1.590,1.610,"11,370",0.020,,1.26,
RIBTW,Ricebrantech Warrant,0.1400,0.0300,0.1400,300,0.0800,,133.33,
RICK,RCI Hospitality Hold,28.54,28.00,28.54,"3,716",0.31,,1.10,
RIGL,Rigel Pharmaceutical,3.430,3.160,3.180,"323,679",-0.120,,3.64,
RILY,B. Riley Financl,19.35,19.35,19.35,"1,460",0.05,,0.26,
RILYG,B. Riley Financial Inc 7.25% Senior,25.01,25.01,25.01,"3,000",0.03,,0.12,
RILYL,B. Riley Financial Inc,25.75,25.75,25.75,544,0.01,,0.04,
RILYZ,B. Riley Financial Inc 7.50% Senior,25.37,25.34,25.34,"4,500",0.01,,0.04,
RING,Global Gold Miners MSCI Ishares,17.67,17.46,17.65,"4,645",0.00,,0.00,
RIOT,Riot Blockchain Inc,7.810,6.380,7.250,"813,427",0.830,,12.93,
RKDA,Arcadia Bio,24.20,23.03,23.69,"28,180",0.68,,2.96,
RLJE,Rlj Entertainment,4.970,4.790,4.870,"3,378",-0.130,,2.60,
RMBL,Smart Server Inc,4.560,4.550,4.550,"1,309",-0.050,,1.09,
RMBS,Rambus Inc,13.61,13.51,13.58,"30,512",0.05,,0.37,
RMCF,Rocky Mt Chocolate,12.07,12.07,12.07,327,0.00,,0.00,
RMGN,Rmg Networks Holding,1.200,1.180,1.200,"3,425",0.010,,0.84,
RMNI,Rimini Street Inc,8.530,8.020,8.500,"9,400",-0.040,,0.47,
RMR,The Rmr Grp A,74.40,73.75,73.94,"6,358",0.89,,1.22,
RMTI,Rockwell Medical In,5.300,5.160,5.170,"5,428",-0.040,,0.77,
RNDB,Randolph Bancorp Inc,16.34,16.00,16.02,"11,600",-0.11,,0.68,
RNDM,First Trust Exchange-Traded Fund Vi,51.16,51.08,51.12,"1,300",0.08,,0.16,
RNDV,First Trust Exchange-Traded Fund Vi,21.16,21.10,21.10,505,0.05,,0.24,
RNEM,First Trust Exchange-Traded Fund Vi,54.71,54.71,54.71,100,-0.59,,1.07,
RNET,Rignet Inc,13.00,13.00,13.00,384,-0.05,,0.38,
RNLC,First Trust Exchange-Traded Fund Vi,21.26,21.26,21.26,"4,700",0.07,,0.31,
RNMC,First Trust Exchange-Traded Fund Vi Mid,20.94,20.93,20.93,"1,200",0.08,,0.38,
RNSC,First Trust Exchange-Traded Fund Vi,20.79,20.79,20.79,500,0.17,,0.83,
RNST,Renasant Corp,44.23,42.14,44.02,"7,130",0.14,,0.32,
RNWK,Realnetworks Inc,2.850,2.810,2.810,"2,375",-0.030,,1.06,
ROBO,Global Robotics and Automation ETF,41.37,41.22,41.36,"73,488",0.24,,0.58,
ROBT,FT Nasdaq Artificial Intelligence and,29.09,28.95,29.07,747,0.25,,0.87,
ROCK,Gibraltar Ind Inc,35.15,34.85,35.05,"8,058",0.40,,1.15,
ROIC,Retail Opp Invts Cp,17.95,17.77,17.83,"52,893",-0.11,,0.61,
ROKU,Roku Inc,33.05,31.89,32.09,"391,730",-0.18,,0.56,
ROLL,RBC Bearings Incorp,123.5,120.9,122.0,"1,351",-0.1,,0.08,
ROSE,Rosehill Resources Inc,6.290,5.900,6.290,"1,349",0.400,,6.79,
ROSEW,Rosehill Resources Inc,0.7500,0.7500,0.7500,400,-0.0300,,3.85,
ROSG,Rosetta Genomics Ltd,0.4001,0.4000,0.4001,"1,334",0.0001,,0.03,
ROST,Ross Stores Inc,79.33,78.17,79.22,"194,630",0.59,,0.75,
RP,Realpage Inc,52.55,51.75,52.09,"21,242",0.54,,1.05,
RPD,Rapid7 Inc,26.16,25.41,26.15,"14,027",0.29,,1.12,
RPXC,Rpx Corp,10.91,10.85,10.89,"12,184",0.06,,0.55,
RRGB,Red Robin Gourm,59.45,58.35,58.40,"8,379",-0.95,,1.60,
RRR,Rd Rock Rsrts Cla,29.75,28.90,29.67,"119,982",0.94,,3.27,
RSLS,Reshape Lifesciences Inc,0.7100,0.7000,0.7100,"149,837",0.0000,,0.00,
RSYS,Radisys Cp,0.6170,0.5800,0.6089,"5,162",0.0389,,6.82,
RTIX,Rti Surgical Inc,4.750,4.600,4.750,"9,430",0.050,,1.06,
RTRX,Retrophin Inc,23.45,23.02,23.22,"3,543",-0.05,,0.21,
RTTR,Ritter Pharmac. Com,2.600,2.510,2.540,"7,332",-0.060,,2.31,
RUN,Sunrun Inc,10.040,9.780,9.990,"784,222",0.170,,1.73,
RUSHA,Rush Entpr Cl A,40.92,40.28,40.40,"13,979",0.03,,0.07,
RUSHB,Rush Entpr Cl B,38.54,37.69,38.54,"1,231",0.24,,0.63,
RUTH,Ruth's Hospitality,25.65,25.45,25.45,"11,258",-0.15,,0.59,
RVEN,Reven Housing REIT,3.500,2.881,2.935,"5,700",0.175,,6.34,
RVLT,Revolution Lgt Tc,3.560,3.410,3.540,"35,188",0.080,,2.31,
RVNC,Revance Therapeutics,31.60,31.00,31.35,"6,119",-0.05,,0.16,
RVSB,Riverview Bancorp,9.200,9.140,9.180,820,0.080,,0.88,
RWLK,Rewalk Roboti Ord Sh,1.100,1.050,1.075,"176,594",0.000,,0.00,
RXII,Rxi Pharmaceuticals,3.340,3.120,3.180,"68,697",-0.130,,3.93,
RXIIW,Rxi Pharmaceuticals Corporation Warrants,0.5000,0.5000,0.5000,800,-0.0300,,5.66,
RYAAY,Ryanair Hldgs Plc,124.1,123.6,123.8,"7,779",0.9,,0.76,
RYTM,Rhythm Pharmaceuticals Inc,20.52,19.86,20.22,"10,041",0.42,,2.12,
SABR,Sabre Corp,21.18,20.90,21.00,"179,588",0.09,,0.43,
SAEX,Saexploration Hldgs,1.270,1.270,1.270,546,0.010,,0.79,
SAFM,Sanderson Farms In,118.7,116.2,117.7,"42,164",0.4,,0.30,
SAFT,Safety Ins Group Inc,77.05,77.05,77.05,999,0.10,,0.13,
SAGE,Sage Therapeutic Com,148.4,144.8,144.8,"29,106",-1.7,,1.13,
SAIA,Saia Inc,77.45,73.05,73.05,"31,573",-2.30,,3.05,
SAL,Salisbury Bancorp,46.23,46.23,46.23,200,0.23,,0.50,
SALM,Salem Media Grp Inc,3.600,3.550,3.550,"12,588",0.000,,0.00,
SAMG,Silvercrest Ast Cm A,15.90,15.30,15.30,399,-0.70,,4.38,
SANM,Sanmina Corp,27.05,26.75,26.85,"28,404",0.25,,0.94,
SANW,S&W; Seed Company,3.450,3.450,3.450,104,-0.100,,2.82,
SASR,Sandy Spring Bancorp,39.55,39.21,39.27,"4,877",0.03,,0.08,
SATS,Echostar Corp,55.43,53.76,55.39,"41,942",0.47,,0.86,
SAUC,Diversified Rstrt HD,1.320,1.300,1.320,"4,143",0.000,,0.00,
SBAC,SBA Communications,171.8,170.2,171.7,"27,514",1.4,,0.80,
SBBP,Strongbridge Bio Ord,8.630,8.400,8.400,"19,064",-0.100,,1.18,
SBBX,Sussex Bancorp,30.25,30.00,30.10,947,-0.10,,0.33,
SBCF,Seacoast Banking Cp,27.60,26.79,26.89,"63,778",0.05,,0.19,
SBFG,Sb Financial Group,18.70,18.38,18.70,"14,400",0.17,,0.92,
SBFGP,Sb Fin Grp Dep Shs,18.20,18.20,18.20,200,-0.05,,0.27,
SBGI,Sinclair Brdcst A,30.15,29.85,29.90,"54,636",-0.05,,0.17,
SBLK,Star Bulk Carriers,11.28,10.99,11.28,"15,409",0.43,,3.96,
SBLKZ,Star Bulk Carriers Corp 8.30% Senior,25.08,25.08,25.08,125,0.08,,0.30,
SBNY,Signature Bank,140.9,139.1,140.1,"35,947",0.2,,0.16,
SBNYW,Signature Bank Warrant,127.9,127.6,127.9,200,2.5,,1.97,
SBOT,Stellar Biotch Cm ST,0.7689,0.7550,0.7550,705,0.0050,,0.67,
SBPH,Spring Bank Ph CS,15.40,14.85,14.98,"14,900",-0.18,,1.19,
SBRA,Sabra REIT,17.89,17.47,17.61,"121,352",-0.23,,1.29,
SBRAP,Sabra Hlthcare REIT,25.00,24.99,25.00,598,-0.16,,0.64,
SBSI,Southside Bancshares,35.03,34.72,34.94,"7,882",0.02,,0.06,
SBT,Sterling Bancorp Inc,13.50,13.26,13.34,"12,210",0.06,,0.45,
SBUX,Starbucks Corp,59.16,58.88,59.11,"683,905",0.28,,0.48,
SCAC,Saban Capital Acquisition Corp,9.980,9.940,9.940,"3,500",0.000,,0.00,
SCACU,Saban Capital Acquisition Corp Un,10.52,10.52,10.52,100,0.00,,0.00,
SCACW,Saban Capital Acquisition Corp Warrants,1.170,1.170,1.170,"2,000",-0.030,,2.50,
SCHL,Scholastic Cp,38.50,38.30,38.48,"20,870",0.09,,0.23,
SCHN,Schnitzer Steel A,35.00,33.05,34.65,"135,593",1.95,,5.96,
SCKT,Socket Mobile,3.240,3.130,3.240,267,0.090,,2.86,
SCON,Superconductor Tech,1.090,1.010,1.030,"73,684",0.010,,0.98,
SCPH,SC Pharmaceuticals Inc,12.03,11.79,12.03,"1,377",0.35,,3.00,
SCSC,Scansource Inc,34.95,34.50,34.60,"4,069",0.00,,0.00,
SCVL,Shoe Carnival Inc,23.93,23.59,23.70,"14,692",-0.10,,0.42,
SCWX,Secureworks Corp CS,8.360,8.200,8.240,"24,688",-0.030,,0.36,
SCYX,Scynexis Inc,1.370,1.350,1.360,"9,493",0.010,,0.76,
SCZ,Ishares EAFE Smallcap ETF,65.07,64.95,65.02,"58,459",0.15,,0.23,
SDVY,FT Smid Cap Rising Dividend Achievers,20.49,20.49,20.49,100,-0.25,,1.21,
SEAC,Sea Change Intl In,2.730,2.690,2.690,"7,444",0.020,,0.75,
SECO,Secoo Holding ADR,9.420,9.190,9.340,"20,301",0.120,,1.30,
SEDG,Solaredge Tech,55.85,54.70,55.30,"51,903",0.70,,1.28,
SEED,Origin Agritech Limi,0.6980,0.6501,0.6980,"99,170",0.0480,,7.38,
SEIC,Sei Investments Co,75.38,74.27,75.12,"14,608",0.24,,0.32,
SEII,Sharing Economy International Inc.,3.160,3.160,3.160,"1,105",0.040,,1.28,
SELB,Selecta Biosciences,10.74,10.42,10.50,"13,206",-0.13,,1.22,
SELF,Global Self Storage,4.250,4.220,4.240,"1,750",0.010,,0.24,
SENEA,Seneca Foods Cp A,29.70,28.45,29.45,"23,700",0.60,,2.08,
SENEB,Seneca Foods Cp B,32.55,32.55,32.55,300,-1.05,,3.13,
SES,Synthesis Energy Sys,2.900,2.880,2.900,"1,007",0.040,,1.40,
SFBC,Sound Financial,36.21,36.21,36.21,600,-0.73,,1.98,
SFBS,Servisfirst Bancs,41.59,41.18,41.42,"1,728",0.16,,0.39,
SFIX,Stitch Fix Inc,21.69,21.34,21.68,"26,551",0.53,,2.51,
SFLY,Shutterfly Inc,80.98,79.59,79.86,"39,058",0.43,,0.54,
SFM,Sprouts Farmers Mark,23.92,23.47,23.62,"57,307",-0.16,,0.67,
SFNC,Simmons First Natl,29.00,28.50,28.55,"24,726",-0.20,,0.70,
SFST,Southern First Bancs,45.55,44.20,44.30,"1,228",-1.00,,2.21,
SGBX,Sg Blocks Inc,4.490,4.490,4.490,"1,535",0.000,,0.00,
SGC,Superior Uniform Grp,27.07,26.71,27.07,545,0.25,,0.93,
SGEN,Seattle Genetics Inc,53.48,52.45,52.53,"109,912",-0.54,,1.02,
SGH,Smart Global Holdings Inc,47.38,46.11,46.79,"286,739",1.13,,2.47,
SGLB,Sigma Labs Inc,1.500,1.460,1.500,"2,326",0.070,,4.90,
SGLBW,Sigma Labs Inc Warrant,0.4100,0.4000,0.4000,"7,200",0.0200,,5.26,
SGMA,Sigmatron Intl Inc,5.750,5.500,5.730,"14,400",0.040,,0.70,
SGMO,Sangamo Therapeutics,19.45,18.35,18.45,"381,723",-0.45,,2.38,
SGMS,Scientific Games,43.70,42.30,43.70,"117,399",1.45,,3.43,
SGOC,Sgoco Group Ltd,1.160,1.110,1.160,"2,400",0.050,,4.50,
SGQI,Janus Sg Global Quality Income ETF,26.79,26.74,26.79,"1,700",0.00,,0.00,
SGRP,Spar Group Inc,1.470,1.370,1.410,"9,817",-0.040,,2.76,
SGRY,Surgery Partners CS,18.00,17.65,17.65,"10,109",-0.10,,0.56,
SGYP,Synergy Pharma,1.890,1.820,1.830,"361,263",-0.020,,1.08,
SHBI,Shore Bancshares Inc,18.53,17.94,17.94,"1,023",-0.48,,2.61,
SHEN,Shenandoah Telecom,36.50,36.10,36.15,"11,649",0.10,,0.28,
SHIP,Seanergy Maritime Hl,0.8500,0.8300,0.8500,"55,279",0.0000,,0.00,
SHIPW,Seanergy Maritime Holdings Corp Class A,0.1250,0.1250,0.1250,"1,000",0.0050,,4.17,
SHLD,Sears Hldgs Corp,2.890,2.740,2.860,"127,852",-0.030,,1.04,
SHLDW,Sears Holdings C WT,0.3500,0.3400,0.3500,"1,100",0.0100,,2.94,
SHLM,Schulman A Inc,43.25,43.10,43.15,"25,953",0.15,,0.35,
SHLO,Shiloh Inds Inc,9.050,8.850,9.050,"8,432",0.060,,0.67,
SHOO,Steven Maddens Ltd,45.90,44.65,45.55,"9,998",0.00,,0.00,
SHOS,Sears Hometown,3.150,3.050,3.150,"5,859",0.050,,1.61,
SHPG,Shire Plc Ads,159.0,157.0,157.1,"357,783",3.6,,2.34,
SHSP,Sharpspring Inc,6.600,6.530,6.540,"15,577",-0.050,,0.76,
SHV,Short-Treasury Bond Ishares,110.3,110.3,110.3,"245,648",0.0,,0.00,
SHY,1-3 Year Treasury Bond Ishares,83.43,83.40,83.41,"66,022",0.01,,0.01,
SIEB,Siebert Fin Cp,8.280,7.800,7.800,"3,530",-0.300,,3.70,
SIEN,Sientra Inc,9.490,9.150,9.400,"54,702",0.110,,1.18,
SIFI,Si Financial Grp MD,14.50,14.35,14.50,363,0.00,,0.00,
SIFY,Sify Techs Ltd Ads,2.150,2.130,2.150,"1,569",0.010,,0.47,
SIGA,Siga Technologies Inc,6.240,6.160,6.160,304,0.020,,0.33,
SIGI,Selective Ins Group,61.00,60.55,60.60,"4,997",-0.25,,0.41,
SIGM,Sigma Designs Inc,6.300,6.200,6.220,"22,474",-0.020,,0.32,
SILC,Silicom Ltd,36.84,36.00,36.37,"22,633",1.09,,3.09,
SIMO,Silicon Motion Techn,48.57,48.05,48.43,"24,351",-0.07,,0.14,
SINA,Sina Corp,102.7,100.7,101.5,"110,440",2.2,,2.25,
SINO,Sino-Global Shipping,1.100,1.090,1.100,"5,980",0.020,,1.85,
SIR,Select Income REIT,19.38,19.15,19.22,"17,177",-0.15,,0.77,
SIRI,Sirius XM Holdings I,6.360,6.300,6.350,"939,338",0.060,,0.95,
SITO,Sito Mobile,3.450,3.200,3.390,"47,457",0.200,,6.27,
SIVB,Svb Financial Grp,243.7,240.3,242.0,"57,632",1.2,,0.48,
SKIS,Peak Resorts,4.800,4.703,4.703,"4,765",-0.098,,2.03,
SKOR,Flexshares Credit Scored US Corp Bond,49.29,49.23,49.23,800,-0.04,,0.08,
SKYS,Sky Solar Hold Ads,1.200,1.130,1.200,"2,201",0.040,,3.45,
SKYW,Skywest Inc,56.15,55.65,55.75,"12,859",0.30,,0.54,
SKYY,Cloud Computing ETF FT,48.78,48.23,48.43,"16,367",0.30,,0.62,
SLAB,Silicon Labs Inc,90.70,89.15,89.90,"13,968",-0.20,,0.22,
SLCT,Select Bancorp Inc,13.22,13.22,13.22,285,0.01,,0.08,
SLDB,Solid Biosciences Inc.,9.070,8.580,8.890,"26,376",-0.100,,1.11,
SLGL,Sol-Gel Technologies Ltd.,10.62,10.03,10.62,"1,213",0.27,,2.61,
SLGN,Silgan Holdings,28.00,27.78,27.88,"20,539",-0.08,,0.29,
SLIM,Obesity ETF,31.83,30.73,31.67,"2,600",-0.48,,1.49,
SLM,SLM Corp,11.50,11.41,11.45,"173,741",0.09,,0.79,
SLMBP,SLM Cp Srs B Pfd,70.15,69.76,69.95,"83,900",0.00,,0.00,
SLNO,Soleno Therapeutics Inc,1.850,1.840,1.840,450,0.000,,0.00,
SLNOW,Soleno Therapeutics Inc,0.1800,0.1800,0.1800,100,0.0600,,50.00,
SLP,Simulations Plus Inc,15.10,14.85,14.85,"1,800",0.00,,0.00,
SLQD,0-5 Year Ivst Grade Corp Bond Ishares,49.68,49.67,49.67,"5,460",0.02,,0.04,
SLRC,Solar Capital,20.72,20.50,20.65,"21,530",0.20,,0.98,
SLS,Sellas Life Sciences Group Inc.,7.280,6.600,6.640,"189,275",-0.060,,0.90,
SLVO,CS X-Links Silver Share,7.570,7.570,7.570,150,-0.030,,0.39,
SMBC,Southern Mo Bancorp,36.37,35.57,36.15,"5,800",0.17,,0.47,
SMBK,Smartfinancial Cm ST,23.58,23.10,23.48,"10,900",0.14,,0.60,
SMCI,Super Micro Computer,17.00,16.80,16.95,"16,789",0.20,,1.19,
SMCP,Alphamark Actmg Smallcap ETF,25.07,24.77,25.05,900,0.25,,1.01,
SMED,Sharps Compliance,4.370,4.310,4.370,750,-0.080,,1.80,
SMIT,Schmitt Inds Inc,2.600,2.600,2.600,173,0.050,,1.96,
SMMF,Summit Financial Gp,24.99,24.24,24.24,379,-0.68,,2.73,
SMMT,Summit Therapeu ADR,12.55,12.26,12.26,"5,399",-0.27,,2.15,
SMPL,The Simply Good Foods Company,13.35,13.10,13.10,"4,732",-0.07,,0.53,
SMPLW,The Simply Good Foods Company Warrant,3.490,3.350,3.490,"6,300",-0.060,,1.69,
SMRT,Stein Mart Inc,1.460,1.430,1.460,"62,892",0.030,,2.10,
SMSI,Smith Micro Software,1.800,1.790,1.800,"2,688",-0.010,,0.55,
SMTC,Semtech Corp,40.60,40.08,40.60,"84,303",0.60,,1.50,
SMTX,Smtc Corp,2.460,2.412,2.412,"9,609",0.022,,0.92,
SNBR,Sleep Number Corporation,35.56,35.07,35.41,"33,210",0.47,,1.35,
SNCR,Synchronoss Technolo,10.86,10.71,10.81,"14,358",0.08,,0.75,
SND,Smart Sand Inc,6.130,5.810,6.100,"121,613",0.220,,3.74,
SNDE,Sundance Energy Australia Ltd,4.430,4.390,4.390,"8,800",0.030,,0.69,
SNDX,Syndax Pharma,14.70,14.40,14.40,"17,885",-0.23,,1.57,
SNES,Senestech Inc,0.5100,0.5012,0.5012,"2,040",-0.0088,,1.73,
SNFCA,Security Natl Finl,5.300,5.300,5.300,751,-0.050,,0.93,
SNGX,Soligenix Inc,1.910,1.860,1.910,"19,493",0.060,,3.24,
SNGXW,Soligenix Inc Warrant,0.5900,0.5900,0.5900,"2,300",0.0000,,0.00,
SNH,Senior Housing Properties Trust,15.99,15.73,15.79,"110,922",-0.20,,1.25,
SNHNI,Senior Housing Properties Trust,24.35,24.32,24.35,"2,816",0.03,,0.12,
SNHNL,Senior Housing Properties Trust,25.58,25.39,25.58,"1,281",0.13,,0.51,
SNHY,Sun Hydraulics Cor,53.12,51.96,52.94,"10,456",0.54,,1.03,
SNLN,Pyxis/Iboxx Senior Loan ETF,18.30,18.27,18.30,"17,464",-0.01,,0.05,
SNMX,Senomyx Inc,0.9700,0.9200,0.9200,"10,080",-0.0300,,3.16,
SNNA,Sienna Biopharmaceuticals Inc,19.00,18.13,18.91,745,0.02,,0.11,
SNOA,Sonoma Pharmaceuticals Inc,4.800,4.170,4.170,"3,117,615",0.540,,14.88,
SNOAW,Sonoma Pharmaceuticals Inc,0.3900,0.3900,0.3900,"60,343",-0.0100,,2.44,
SNPS,Synopsys Inc,83.78,83.06,83.64,"79,338",0.90,,1.09,
SNSR,G-X Internet of Things Thematic ETF,19.88,19.81,19.82,"3,838",0.08,,0.41,
SNSS,Sunesis Pharmaceutic,2.780,2.660,2.660,"13,059",-0.070,,2.56,
SOCL,G-X Social Media ETF,34.33,34.05,34.25,"17,583",0.49,,1.46,
SODA,Sodastream Int Ltd,95.80,94.05,94.30,"21,935",-0.35,,0.37,
SOFO,Sonic Foundry Inc,2.300,2.190,2.280,"6,900",0.080,,3.64,
SOHO,Sotherly Hotels,6.850,6.810,6.840,863,0.000,,0.00,
SOHOB,Sotherly Hotels Inc 8.0% Series B,25.12,24.92,25.00,"2,900",0.08,,0.32,
SOHOK,Sotherly Hotels LP 7.25% Senior,26.40,25.64,25.64,"6,500",-0.36,,1.38,
SOHOO,Sotherly Hotels LP,25.06,25.00,25.03,"1,100",-0.01,,0.04,
SOHU,Sohu.Com Inc,36.34,35.01,35.93,"405,949",1.53,,4.45,
SONA,Southern National Bk,16.15,15.97,16.10,"3,711",0.13,,0.81,
SONC,Sonic Cp,25.82,25.62,25.66,"55,656",-0.13,,0.50,
SORL,Sorl Auto Parts Inc,4.810,4.750,4.780,"39,398",0.040,,0.84,
SOXX,Ishares PHLX Semiconductor ETF,180.1,178.2,178.8,"102,328",0.1,,0.03,
SP,SP Plus Corp,36.25,35.95,36.25,"2,541",0.25,,0.69,
SPAR,Spartan Motors Inc,16.45,16.15,16.25,"12,124",-0.10,,0.61,
SPCB,Supercom Ltd,2.820,2.690,2.820,"15,800",0.050,,1.81,
SPEX,Spherix Inc,1.0010,0.9713,0.9713,"42,535",-0.0487,,4.77,
SPHS,Sophiris Bio,2.050,2.030,2.050,"6,080",-0.010,,0.49,
SPI,Spi Energy Co Ads,0.4400,0.4200,0.4300,"39,086",0.0100,,2.38,
SPIL,Siliconware Pr Ads,8.730,8.710,8.710,"4,636",-0.040,,0.46,
SPKE,Spark Energy,11.20,11.15,11.15,"11,223",0.05,,0.45,
SPKEP,Spark Energy Inc,24.18,24.00,24.18,"3,600",-0.02,,0.08,
SPLK,Splunk Inc,100.8,99.6,100.6,"383,214",1.4,,1.41,
